asset_id	objective_id	input_contract	target_label	source_gate	baseline	primary_metric	parameter_cap	consumer	overlap_guard	status	authority
ICM-068	OBJ-ICM-068-TACH-DENOISE	PH11_edge_intervals_GPIO_level_and_EMI_context	clean_edge_frequency_Hz_and_confidence	L0_L1	fixed_debounce_filter	RPM_MAE_edge_precision_and_dropout_rate	params_le_16k_INT8_weights_le_24KiB	DEVICE_EVIDENCE_MAINTENANCE	SIGNAL_RECONSTRUCTION_NOT_FAN_HEALTH_CLASS	PLAN_ONLY_PRE_FREEZE	0
ICM-069	OBJ-ICM-069-MOTOR-MECHANICAL-FAULT	motor_ADXL_spectrum_current_command_and_speed_state	healthy_imbalance_misalignment_looseness_stall_class	L0_L1	AI10_running_stopped_output	macro_F1_stall_recall_and_ECE	params_le_40k_INT8_weights_le_52KiB	DEVICE_EVIDENCE_MAINTENANCE	FAULT_TYPE_EXTENDS_BUT_DOES_NOT_DUPLICATE_AI10	PLAN_ONLY_PRE_FREEZE	0
ICM-070	OBJ-ICM-070-MOTOR-LOAD-DRAG	motor_current_vibration_speed_command_and_baseline_curve	load_drag_torque_proxy_and_excess_drag_score	L0_L1	current_only_linear_fit	torque_proxy_MAE_and_drag_AUPRC	params_le_24k_INT8_weights_le_32KiB	DEVICE_EVIDENCE_MAINTENANCE	CONTINUOUS_LOAD_ESTIMATE_NOT_MECHANICAL_FAULT_CLASS	PLAN_ONLY_PRE_FREEZE	0
ICM-071	OBJ-ICM-071-RTC-TEMPERATURE-DRIFT	DS3231_temperature_elapsed_reference_time_and_aging_offset	clock_drift_ppm_vs_temperature	L0_L1	zero_ppm_drift	drift_MAE_ppm_and_24h_time_error_ms	params_le_14k_INT8_weights_le_20KiB	DEVICE_EVIDENCE_MAINTENANCE	CLOCK_CALIBRATION_NOT_CHRONOSPEC_EVENT_MODEL	PLAN_ONLY_PRE_FREEZE	0
ICM-072	OBJ-ICM-072-SINTERGRAPH-PSP	preburn_recipe_planned_profile_and_process_EvidenceCards_as_of_cutoff	postburn_structure_property_distribution_and_typed_PSP_edges	L2_OPEN	recipe_only_MSC_tree_and_no_graph_multitask_baselines	edge_AUPRC_property_MAE_WIS_and_worst_group_error	params_le_96k_INT8_weights_le_112KiB	SINTERGRAPH_VERIPROCESS	NO_SAME_RUN_POSTBURN_XRD_PL_SEM_INPUT_AND_NOT_A_201ST_ASSET	PLAN_ONLY_PRE_FREEZE	0
ICM-073	OBJ-ICM-073-PRECURSOR-COMPATIBILITY	precursor_formulas_purity_particle_size_and_target_host	precursor_pair_compatibility_probability	L2_OPEN	element_balance_and_valence_hard_rules	AUPRC_Brier_score_and_incompatible_recall	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	INPUT_COMPATIBILITY_NOT_FINAL_SYNTHESIS_SUCCESS	PLAN_ONLY_PRE_FREEZE	0
ICM-074	OBJ-ICM-074-SYNTHESIZABILITY	composition_precursors_atmosphere_and_recipe_features	successful_target_phase_synthesis_probability	L2_OPEN	nearest_neighbor_recipe_success_rate	AUROC_Brier_score_and_ECE	params_le_46k_INT8_weights_le_56KiB	SINTERGRAPH_MATERIAL_CARD	GLOBAL_SUCCESS_PROBABILITY_NOT_AI11_PHASE_PURITY	PLAN_ONLY_PRE_FREEZE	0
ICM-075	OBJ-ICM-075-COMPETING-PHASE-RANKING	target_composition_precursors_temperature_and_candidate_phases	ranked_competing_phase_list	L2_OPEN	formation_energy_only_ranking	NDCG_at_5_MRR_and_top1_accuracy	params_le_48k_INT8_weights_le_60KiB	SINTERGRAPH_MATERIAL_CARD	RANKS_PHASE_IDENTITIES_NOT_AI11_PURITY_BINARY	PLAN_ONLY_PRE_FREEZE	0
ICM-076	OBJ-ICM-076-REACTION-PATH-RANKING	reactant_product_graph_temperature_and_atmosphere	ranked_intermediate_reaction_paths	L2_OPEN	shortest_stoichiometric_path	path_NDCG_at_5_and_top1_accuracy	params_le_52k_INT8_weights_le_64KiB	SINTERGRAPH_MATERIAL_CARD	REACTION_SEQUENCE_NOT_COMPETING_PHASE_LIST	PLAN_ONLY_PRE_FREEZE	0
ICM-077	OBJ-ICM-077-REACTION-ONSET	composition_precursor_and_heating_rate_features	reaction_onset_temperature_C	L2_OPEN	material_family_median_onset	MAE_C_and_interval_coverage	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	REACTION_ONSET_NOT_AI14_FURNACE_TEMPERATURE	PLAN_ONLY_PRE_FREEZE	0
ICM-078	OBJ-ICM-078-PHASE-COMPLETION	composition_schedule_atmosphere_and_phase_evidence	phase_completion_temperature_C_and_time_min	L2_OPEN	fixed_recipe_endpoint	temperature_MAE_C_time_MAE_min_and_completion_AUROC	params_le_40k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	MATERIAL_PHASE_COMPLETION_NOT_PROCESS_ETA_AI19	PLAN_ONLY_PRE_FREEZE	0
ICM-079	OBJ-ICM-079-DENSIFICATION	powder_properties_composition_and_temperature_time_curve	relative_density_trajectory_percent	L2_OPEN	master_sintering_curve_fit	trajectory_RMSE_percent_and_final_density_MAE	params_le_44k_INT8_weights_le_56KiB	SINTERGRAPH_MATERIAL_CARD	DENSITY_PROPERTY_NOT_TEMPERATURE_TRAJECTORY	PLAN_ONLY_PRE_FREEZE	0
ICM-080	OBJ-ICM-080-SINTERING-SHRINKAGE	green_density_particle_size_and_schedule	linear_shrinkage_trajectory_percent	L2_OPEN	linear_thermal_expansion_baseline	trajectory_RMSE_percent_and_final_shrinkage_MAE	params_le_42k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	GEOMETRIC_SHRINKAGE_NOT_DENSIFICATION_TARGET	PLAN_ONLY_PRE_FREEZE	0
ICM-081	OBJ-ICM-081-GRAIN-GROWTH	initial_grain_size_dopant_atmosphere_and_thermal_dose	final_grain_size_um_and_growth_exponent	L2_OPEN	single_Arrhenius_growth_law	log_grain_MAE_and_growth_exponent_MAE	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	MICROSTRUCTURE_GRAIN_TARGET_NOT_PHASE_PURITY	PLAN_ONLY_PRE_FREEZE	0
ICM-082	OBJ-ICM-082-AGGLOMERATION-RISK	particle_size_BET_mixing_calcination_and_dopant_features	agglomeration_risk_probability_and_grade	L2_OPEN	particle_size_BET_threshold	AUROC_AUPRC_and_grade_MAE	params_le_32k_INT8_weights_le_42KiB	SINTERGRAPH_MATERIAL_CARD	POWDER_AGGLOMERATION_NOT_RGB_SURFACE_UNIFORMITY	PLAN_ONLY_PRE_FREEZE	0
ICM-083	OBJ-ICM-083-CR-VALENCE-RETENTION	Cr_concentration_host_atmosphere_temperature_and_time	Cr3plus_retention_fraction	L2_OPEN	oxidizing_reducing_atmosphere_rule	fraction_MAE_and_low_retention_AUPRC	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	VALENCE_FRACTION_NOT_DOPANT_CLASS_AI12	PLAN_ONLY_PRE_FREEZE	0
ICM-084	OBJ-ICM-084-OXYGEN-VACANCY-CONDITION	composition_charge_balance_atmosphere_and_thermal_history	oxygen_vacancy_state_and_concentration_rank	L2_OPEN	charge_neutrality_rule	macro_F1_and_Spearman_rho	params_le_40k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	DEFECT_CHEMISTRY_NOT_CR_VALENCE_TARGET	PLAN_ONLY_PRE_FREEZE	0
ICM-085	OBJ-ICM-085-DOPANT-ACTIVATION	nominal_dopant_fraction_host_site_atmosphere_and_phase_quality	optically_active_dopant_fraction	L2_OPEN	nominal_dopant_fraction_as_activation	activation_fraction_MAE_and_rank_correlation	params_le_36k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	ACTIVATION_EFFICIENCY_NOT_AI12_DOPANT_IDENTITY	PLAN_ONLY_PRE_FREEZE	0
ICM-086	OBJ-ICM-086-SITE-OCCUPANCY-RANKING	host_crystal_sites_dopant_radius_charge_and_coordination	ranked_dopant_site_occupancy	L2_OPEN	ionic_radius_mismatch_rule	NDCG_at_sites_top1_accuracy_and_ECE	params_le_44k_INT8_weights_le_56KiB	SINTERGRAPH_MATERIAL_CARD	SITE_RANKING_NOT_HOST_ID_AI15	PLAN_ONLY_PRE_FREEZE	0
ICM-087	OBJ-ICM-087-NIR-EXCITATION-PEAK	host_dopant_site_and_excitation_spectrum_features	NIR_excitation_peak_wavelength_nm	L2_OPEN	host_family_median_excitation_peak	MAE_nm_and_p95_error_nm	params_le_36k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	EXCITATION_PEAK_NOT_AI6_OR_AI16_EMISSION_PEAK	PLAN_ONLY_PRE_FREEZE	0
ICM-088	OBJ-ICM-088-NIR-DECAY-TIME	host_dopant_concentration_site_and_temperature	NIR_decay_lifetime_log_microseconds	L2_OPEN	host_dopant_family_median_lifetime	log_lifetime_MAE_and_interval_coverage	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	TEMPORAL_DECAY_NOT_WAVELENGTH_OR_INTENSITY	PLAN_ONLY_PRE_FREEZE	0
ICM-089	OBJ-ICM-089-IQE-RANKING	composition_process_phase_and_PL_features	internal_quantum_efficiency_rank_and_calibrated_score	L2_OPEN	integrated_PL_intensity_proxy	Spearman_rho_NDCG_at_5_and_ECE	params_le_40k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	EFFICIENCY_RANK_NOT_PL_ANOMALY_AI13	PLAN_ONLY_PRE_FREEZE	0
ICM-090	OBJ-ICM-090-CIE-CHROMATICITY	normalized_emission_spectrum_and_measurement_geometry	CIE_x_y_coordinates	L2_OPEN	spectral_centroid_linear_map	xy_MAE_and_DeltaE2000	params_le_28k_INT8_weights_le_36KiB	SINTERGRAPH_MATERIAL_CARD	COLOR_COORDINATES_NOT_AI16_PEAK_WAVELENGTH	PLAN_ONLY_PRE_FREEZE	0
ICM-091	OBJ-ICM-091-NIR-INTENSITY-RANK	composition_process_phase_and_measurement_normalization	normalized_NIR_intensity_rank	L2_OPEN	raw_integrated_intensity_without_correction	NDCG_at_5_Spearman_rho_and_pairwise_accuracy	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	INTENSITY_RANK_NOT_AI6_OR_AI16_WAVELENGTH	PLAN_ONLY_PRE_FREEZE	0
ICM-092	OBJ-ICM-092-THERMAL-QUENCH-KINETICS	multi_temperature_PL_intensity_curve_host_and_dopant	activation_energy_eV_and_kinetic_curve_parameters	L2_OPEN	three_band_AI7_class_centroid	activation_energy_MAE_curve_R2_and_parameter_ECE	params_le_46k_INT8_weights_le_58KiB	SINTERGRAPH_MATERIAL_CARD	CONTINUOUS_KINETICS_NOT_AI7_THREE_BAND_CLASS	PLAN_ONLY_PRE_FREEZE	0
ICM-093	OBJ-ICM-093-OUTGASSING-PHASE	gas_response_temperature_heating_rate_and_precursor_features	outgassing_species_phase_class_and_onset	L2_OPEN	single_MQ_threshold_event	macro_F1_onset_MAE_C_and_species_recall	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	MATERIAL_RELEASE_PHASE_NOT_GENERIC_GAS_ALARM	PLAN_ONLY_PRE_FREEZE	0
ICM-094	OBJ-ICM-094-MOISTURE-RELEASE	SHT_MQ_temperature_precursor_and_drying_history	moisture_release_onset_C_and_integrated_release	L2_OPEN	humidity_delta_threshold	onset_MAE_C_area_MAPE_and_event_AUPRC	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	PRECURSOR_RELEASE_KINETICS_NOT_SHT_CONDENSATION	PLAN_ONLY_PRE_FREEZE	0
ICM-095	OBJ-ICM-095-CALCINATION-COMPLETION	thermal_dose_gas_mass_proxy_and_phase_features	calcination_completion_probability_and_time	L2_OPEN	fixed_soak_time_rule	AUROC_Brier_score_and_time_MAE_min	params_le_42k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	CHEMICAL_CALCINATION_ENDPOINT_NOT_AI19_BATCH_ETA	PLAN_ONLY_PRE_FREEZE	0
ICM-096	OBJ-ICM-096-BATCH-TRANSFER-DRIFT	source_target_batch_recipe_sensor_and_property_vectors	property_drift_vector_and_transfer_risk	L2_OPEN	zero_drift_assumption	multitarget_MAE_MMD_reduction_and_risk_AUROC	params_le_48k_INT8_weights_le_60KiB	SINTERGRAPH_MATERIAL_CARD	CROSS_BATCH_DOMAIN_SHIFT_NOT_SINGLE_BATCH_QC	PLAN_ONLY_PRE_FREEZE	0
ICM-097	OBJ-ICM-097-EXPERIMENTAL-BANDGAP	composition_structure_and_experimental_metadata	experimentally_measured_bandgap_eV	OPEN_COMPUTED_EXPERIMENT_SEPARATED	composition_family_median	MAE_eV_and_calibration_interval_coverage	params_le_52k_INT8_weights_le_64KiB	SEMIMAT_SCREENING	EXPERIMENTAL_LABEL_SEPARATE_FROM_TBM BJ_COMPUTED_ICM101	PLAN_ONLY_PRE_FREEZE	0
ICM-098	OBJ-ICM-098-EXPERIMENTAL-METALLICITY	composition_structure_and_experimental_transport_metadata	experimental_metal_semiconductor_insulator_class	OPEN_COMPUTED_EXPERIMENT_SEPARATED	majority_class_by_material_family	macro_F1_AUROC_and_ECE	params_le_44k_INT8_weights_le_56KiB	SEMIMAT_SCREENING	EXPERIMENTAL_CLASS_NOT_BANDGAP_THRESHOLD_RECOUNT	PLAN_ONLY_PRE_FREEZE	0
ICM-099	OBJ-ICM-099-FORMATION-ENERGY	composition_crystal_graph_and_computational_provenance	formation_energy_eV_per_atom	OPEN_COMPUTED_EXPERIMENT_SEPARATED	chemistry_family_mean	MAE_eV_per_atom_and_rank_Spearman	params_le_64k_INT8_weights_le_80KiB	SEMIMAT_SCREENING	COMPUTED_THERMODYNAMIC_TARGET_NOT_EXPERIMENTAL_SYNTHESIZABILITY	PLAN_ONLY_PRE_FREEZE	0
ICM-100	OBJ-ICM-100-POINT-DEFECT-FORMATION-ENERGY	pristine_structure_defect_type_charge_state_and_chemical_potentials	point_defect_formation_energy_eV	OPEN_COMPUTED_EXPERIMENT_SEPARATED	pristine_formation_energy_plus_defect_constant	MAE_eV_and_defect_rank_NDCG	params_le_70k_INT8_weights_le_88KiB	SEMIMAT_SCREENING	DEFECT_SPECIFIC_ENERGY_NOT_BULK_FORMATION_ENERGY	PLAN_ONLY_PRE_FREEZE	0
ICM-101	OBJ-ICM-101-TBMBJ-BANDGAP	composition_structure_and_TBmBJ_computation_metadata	TBmBJ_computed_bandgap_eV	OPEN_COMPUTED_EXPERIMENT_SEPARATED	linear_correction_from_PBE_gap	MAE_eV_and_rank_Spearman	params_le_60k_INT8_weights_le_72KiB	SEMIMAT_SCREENING	COMPUTED_TBMBJ_LABEL_SEPARATE_FROM_EXPERIMENTAL_ICM097	PLAN_ONLY_PRE_FREEZE	0
ICM-102	OBJ-ICM-102-STATIC-DIELECTRIC	composition_structure_bandgap_density_and_provenance	static_dielectric_constant	OPEN_COMPUTED_EXPERIMENT_SEPARATED	inverse_bandgap_linear_fit	log_MAE_and_relative_MAPE	params_le_58k_INT8_weights_le_72KiB	SEMIMAT_SCREENING	DIELECTRIC_RESPONSE_NOT_OPTICAL_ABSORPTION	PLAN_ONLY_PRE_FREEZE	0
ICM-103	OBJ-ICM-103-OPTICAL-ABSORPTION-ONSET	composition_structure_and_absorption_spectrum_metadata	optical_absorption_onset_eV	OPEN_COMPUTED_EXPERIMENT_SEPARATED	predicted_bandgap_as_onset	MAE_eV_and_p95_error	params_le_54k_INT8_weights_le_68KiB	SEMIMAT_SCREENING	ABSORPTION_ONSET_NOT_PL_EMISSION_AI6_AI16	PLAN_ONLY_PRE_FREEZE	0
ICM-104	OBJ-ICM-104-ELECTRON-EFFECTIVE-MASS	band_edge_features_structure_and_computation_metadata	electron_effective_mass_in_m0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	material_family_median_electron_mass	log_MAE_and_rank_Spearman	params_le_50k_INT8_weights_le_64KiB	SEMIMAT_SCREENING	ELECTRON_CARRIER_TARGET_SEPARATE_FROM_HOLE_MASS	PLAN_ONLY_PRE_FREEZE	0
ICM-105	OBJ-ICM-105-HOLE-EFFECTIVE-MASS	valence_band_features_structure_and_computation_metadata	hole_effective_mass_in_m0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	material_family_median_hole_mass	log_MAE_and_rank_Spearman	params_le_50k_INT8_weights_le_64KiB	SEMIMAT_SCREENING	HOLE_CARRIER_TARGET_SEPARATE_FROM_ELECTRON_MASS	PLAN_ONLY_PRE_FREEZE	0
ICM-106	OBJ-ICM-106-BULK-MODULUS	composition_structure_density_and_elastic_metadata	bulk_modulus_GPa	OPEN_COMPUTED_EXPERIMENT_SEPARATED	density_linear_regression	MAE_GPa_and_relative_MAPE	params_le_48k_INT8_weights_le_60KiB	SEMIMAT_SCREENING	VOLUMETRIC_ELASTICITY_NOT_SHEAR_MODULUS	PLAN_ONLY_PRE_FREEZE	0
ICM-107	OBJ-ICM-107-SHEAR-MODULUS	composition_structure_density_and_elastic_metadata	shear_modulus_GPa	OPEN_COMPUTED_EXPERIMENT_SEPARATED	fixed_Poisson_relation_from_bulk_modulus	MAE_GPa_and_relative_MAPE	params_le_48k_INT8_weights_le_60KiB	SEMIMAT_SCREENING	SHEAR_RESPONSE_NOT_BULK_MODULUS	PLAN_ONLY_PRE_FREEZE	0
ICM-108	OBJ-ICM-108-EXFOLIATION-ENERGY	layered_structure_interlayer_distance_and_computational_metadata	exfoliation_energy_J_per_m2	OPEN_COMPUTED_EXPERIMENT_SEPARATED	layered_material_family_median	MAE_J_per_m2_and_easy_exfoliation_AUROC	params_le_56k_INT8_weights_le_68KiB	SEMIMAT_SCREENING	LAYER_SEPARATION_TARGET_NOT_INTERFACE_ADHESION	PLAN_ONLY_PRE_FREEZE	0
ICM-109	OBJ-ICM-109-CONCENTRATION-QUENCH-KINETICS	dopant_concentration_host_process_and_normalized_PL_series	critical_concentration_and_quenching_rate_parameters	L2_OPEN	piecewise_log_linear_concentration_curve	critical_concentration_MAE_curve_R2_and_rank_correlation	params_le_58k_INT8_weights_le_72KiB	SINTERGRAPH_MATERIAL_CARD	CONCENTRATION_KINETICS_NOT_AI7_THERMAL_CLASS_OR_ICM092_TEMPERATURE_KINETICS	PLAN_ONLY_PRE_FREEZE	0
ICM-110	OBJ-ICM-110-NIR-QUANTUM-YIELD	calibrated_excitation_emission_photon_counts_host_dopant_and_process	absolute_NIR_internal_quantum_yield_and_interval	L2_OPEN	host_family_median_quantum_yield	MAE_percent_Spearman_rho_WIS_and_coverage	params_le_54k_INT8_weights_le_68KiB	SINTERGRAPH_MATERIAL_CARD	ABSOLUTE_QUANTUM_YIELD_NOT_ICM089_RELATIVE_IQE_RANK_OR_AI16_PEAK	PLAN_ONLY_PRE_FREEZE	0
ICM-111	OBJ-ICM-111-NIR-PERSISTENCE-AFTERGLOW	time_resolved_NIR_decay_host_dopant_trap_and_process_features	afterglow_t10_seconds_and_integrated_persistence	L2_OPEN	biexponential_curve_fit	relative_MAE_curve_R2_and_interval_coverage	params_le_52k_INT8_weights_le_64KiB	SINTERGRAPH_MATERIAL_CARD	PERSISTENCE_AFTERGLOW_NOT_ICM088_PROMPT_DECAY_TIME	PLAN_ONLY_PRE_FREEZE	0
ICM-112	OBJ-ICM-112-REACTION-ACTIVATION-ENERGY	multirate_thermal_history_phase_completion_and_composition	activation_energy_kJ_per_mol_with_mechanism_interval	L2_OPEN	Kissinger_linear_fit	MAE_kJ_per_mol_WIS_coverage_and_worst_host_error	params_le_58k_INT8_weights_le_72KiB	SINTERGRAPH_MATERIAL_CARD	REACTION_ACTIVATION_ENERGY_NOT_ICM092_LUMINESCENCE_QUENCH_ENERGY	PLAN_ONLY_PRE_FREEZE	0
ICM-113	OBJ-ICM-113-SURFACE-AREA-EVOLUTION	precursor_surface_area_particle_features_and_thermal_history	BET_surface_area_trajectory_m2_per_g	L2_OPEN	stagewise_exponential_decay	trajectory_RMSE_endpoint_MAE_and_monotonic_violation_rate	params_le_58k_INT8_weights_le_72KiB	SINTERGRAPH_MATERIAL_CARD	POWDER_SURFACE_AREA_NOT_ICM081_GRAIN_SIZE	PLAN_ONLY_PRE_FREEZE	0
ICM-114	OBJ-ICM-114-INTERFACE-ADHESION	two_material_surface_descriptors_orientation_and_interface_metadata	interface_adhesion_energy_J_per_m2	OPEN_COMPUTED_EXPERIMENT_SEPARATED	sum_of_surface_energies	MAE_J_per_m2_and_weak_interface_AUROC	params_le_66k_INT8_weights_le_80KiB	SEMIMAT_SCREENING	BONDED_INTERFACE_TARGET_NOT_EXFOLIATION_OF_SINGLE_LAYERED_SOLID	PLAN_ONLY_PRE_FREEZE	0
ICM-115	OBJ-ICM-115-PHASE-FRACTION-UNCERTAINTY	XRD_pattern_instrument_metadata_candidate_phases_and_quality_flags	calibrated_phase_fraction_vector_and_prediction_interval	L2_OPEN	constrained_Rietveld_point_estimate	fraction_MAE_WIS_joint_coverage_and_sum_to_one_error	params_le_60k_INT8_weights_le_76KiB	SINTERGRAPH_MATERIAL_CARD	UNCERTAINTY_HEAD_NOT_AI11_BINARY_PURITY_OR_PHASE_COMPLETION	PLAN_ONLY_PRE_FREEZE	0
ICM-116	OBJ-ICM-116-PHONON-DYNAMIC-STABILITY	structure_force_constant_proxies_and_computational_metadata	dynamically_stable_or_imaginary_phonon_class	OPEN_COMPUTED_EXPERIMENT_SEPARATED	formation_energy_threshold	AUROC_macro_F1_and_unstable_recall	params_le_62k_INT8_weights_le_76KiB	SEMIMAT_SCREENING	DYNAMIC_STABILITY_NOT_THERMODYNAMIC_FORMATION_ENERGY	PLAN_ONLY_PRE_FREEZE	0
ICM-117	OBJ-ICM-117-SECOM-YIELD	SECOM_wafer_sensor_vector_missingness_mask_and_lot_split	pass_fail_yield_label	OPEN_Q	regularized_logistic_regression	MCC_AUPRC_and_balanced_accuracy	params_le_58k_INT8_weights_le_72KiB	FABQUALITY_METROLOGY	WAFER_YIELD_TASK_NOT_FURNACE_BATCH_QC	PLAN_ONLY_PRE_FREEZE	0
ICM-118	OBJ-ICM-118-FAB-SENSOR-IMPUTATION	masked_fab_sensor_vector_missingness_pattern_and_context	imputed_sensor_values_with_uncertainty	OPEN_Q	per_feature_median_imputation	normalized_RMSE_MAE_and_coverage	params_le_64k_INT8_weights_le_80KiB	FABQUALITY_METROLOGY	MISSING_VALUE_RECONSTRUCTION_NOT_YIELD_CLASSIFICATION	PLAN_ONLY_PRE_FREEZE	0
ICM-119	OBJ-ICM-119-CMP-MRR-VIRTUAL-METROLOGY	CMP_pressure_speed_slurry_time_and_tool_features	material_removal_rate_nm_per_min	OPEN_Q	linear_Preston_equation	MAPE_RMSE_and_interval_coverage	params_le_46k_INT8_weights_le_58KiB	FABQUALITY_METROLOGY	CONTINUOUS_MRR_NOT_CMP_ENDPOINT_TIME	PLAN_ONLY_PRE_FREEZE	0
ICM-120	OBJ-ICM-120-CMP-ENDPOINT	CMP_multisensor_sequence_recipe_and_target_thickness	endpoint_time_s_and_reached_probability	OPEN_Q	fixed_recipe_endpoint_time	time_MAE_s_event_AUPRC_and_early_stop_rate	params_le_56k_INT8_weights_le_68KiB	FABQUALITY_METROLOGY	ENDPOINT_EVENT_NOT_MRR_RATE	PLAN_ONLY_PRE_FREEZE	0
ICM-121	OBJ-ICM-121-IONMILL-FAULT	ion_mill_multisensor_window_command_and_maintenance_context	fault_type_normal_plasma_cooling_power_vacuum	OPEN_Q	fixed_univariate_alarm_thresholds	macro_F1_fault_recall_and_ECE	params_le_52k_INT8_weights_le_64KiB	FABQUALITY_METROLOGY	EQUIPMENT_FAULT_CLASS_NOT_GENERIC_FAB_YIELD	PLAN_ONLY_PRE_FREEZE	0
ICM-122	OBJ-ICM-122-IONMILL-TTF	ion_mill_health_sequence_usage_age_and_fault_history	time_to_failure_hours_and_survival_curve	OPEN_Q	single_Weibull_survival_model	concordance_index_integrated_Brier_and_MAE_hours	params_le_48k_INT8_weights_le_60KiB	FABQUALITY_METROLOGY	SURVIVAL_TARGET_NOT_FAULT_TYPE_CLASS	PLAN_ONLY_PRE_FREEZE	0
ICM-123	OBJ-ICM-123-PVD-FAULT	PVD_pressure_power_flow_temperature_and_rate_sequence	PVD_fault_type_and_probability	OPEN_Q	PCA_reconstruction_error	macro_F1_AUROC_and_fault_recall	params_le_54k_INT8_weights_le_68KiB	FABQUALITY_METROLOGY	PVD_SPECIFIC_FAULT_NOT_IONMILL_FAULT	PLAN_ONLY_PRE_FREEZE	0
ICM-124	OBJ-ICM-124-PVD-DRIFT-TRAJECTORY	PVD_multisensor_history_target_recipe_and_maintenance_events	next_horizon_deposition_rate_and_sensor_drift_vector	OPEN_Q	last_value_persistence	multivariate_RMSE_drift_AUPRC_and_horizon_stability	params_le_62k_INT8_weights_le_76KiB	FABQUALITY_METROLOGY	CONTINUOUS_DRIFT_FORECAST_NOT_PVD_FAULT_CLASS	PLAN_ONLY_PRE_FREEZE	0
ICM-125	OBJ-ICM-125-SEM-DEFECT-CLASS	SEM_defect_crop_scale_and_acquisition_metadata	defect_class_particle_scratch_void_bridge_pattern_other	OPEN_Q	HOG_plus_linear_SVM	macro_F1_rare_class_recall_and_ECE	params_le_76k_INT8_weights_le_92KiB	FABQUALITY_METROLOGY	DEFECT_IDENTITY_NOT_PIXEL_SEGMENTATION	PLAN_ONLY_PRE_FREEZE	0
ICM-126	OBJ-ICM-126-SEM-DEFECT-SEGMENTATION	SEM_image_scale_and_pixelwise_defect_annotation	defect_pixel_mask	OPEN_Q	adaptive_threshold_plus_watershed	mIoU_boundary_F1_and_small_defect_recall	params_le_88k_INT8_weights_le_104KiB	FABQUALITY_METROLOGY	PIXEL_MASK_NOT_DEFECT_CLASS	PLAN_ONLY_PRE_FREEZE	0
ICM-127	OBJ-ICM-127-SEM-CRITICAL-DIMENSION	SEM_line_space_image_pixel_scale_and_reference_metrology	critical_dimension_nm_and_uncertainty	OPEN_Q	edge_threshold_line_fit	MAE_nm_p95_error_and_interval_coverage	params_le_54k_INT8_weights_le_68KiB	FABQUALITY_METROLOGY	DIMENSION_REGRESSION_NOT_DEFECT_DETECTION	PLAN_ONLY_PRE_FREEZE	0
ICM-128	OBJ-ICM-128-SEM-OVERLAY	paired_SEM_layers_alignment_marks_and_pixel_scale	overlay_dx_dy_nm	OPEN_Q	phase_correlation_alignment	vector_MAE_nm_p95_norm_error_and_direction_accuracy	params_le_58k_INT8_weights_le_72KiB	FABQUALITY_METROLOGY	LAYER_REGISTRATION_NOT_CRITICAL_DIMENSION	PLAN_ONLY_PRE_FREEZE	0
ICM-129	OBJ-ICM-129-SEM-IMAGE-QUALITY	SEM_image_acquisition_settings_noise_blur_charging_features	quality_score_and_usable_unusable_flag	OPEN_Q	Fourier_sharpness_threshold	Spearman_rho_AUROC_and_false_reject_rate	params_le_32k_INT8_weights_le_42KiB	FABQUALITY_METROLOGY	INPUT_QUALITY_GATE_NOT_DEFECT_LABEL	PLAN_ONLY_PRE_FREEZE	0
ICM-130	OBJ-ICM-130-EUV-SCATTEROMETRY-INVERSE	scatterometry_curve_wavelength_angle_and_profile_prior	line_width_sidewall_angle_and_height_profile	OPEN_Q	nearest_LUT_profile	normalized_RMSE_parameter_MAE_and_profile_chi_square	params_le_86k_INT8_weights_le_104KiB	FABQUALITY_METROLOGY	INVERSE_PROFILE_METROLOGY_NOT_SEM_IMAGE_TASK	PLAN_ONLY_PRE_FREEZE	0
